Timestamp,ID,Title,Purpose,Type,Price (PKR),City,Area,Size,Beds,Baths,Owner,Phone,Published,Featured,Description,Photo Count
2026-06-03T12:19:00.000Z,ask-sale-049,5 مرلہ مکان — Canal Road (فروخت),فروخت,مکان,13416075,فیصل آباد,Canal Road,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,بہترین لوکیشن، فوری قبضہ، تمام سہولیات موجود — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-12T03:03:00.000Z,ask-sale-050,3 مرلہ فلیٹ — D Ground (فروخت),فروخت,فلیٹ,5115431,فیصل آباد,D Ground,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,کورنر پراپرٹی، پارک فیسنگ، سیکیورٹی گیٹ — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-18T13:55:00.000Z,ask-rent-001,5 مرلہ مکان — Susan Road (کرایہ),کرایہ,مکان,76098,فیصل آباد,Susan Road,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,خاندانی ماحول، پانی بجلی گیس دستیاب — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-10T07:47:00.000Z,ask-rent-002,3 مرلہ فلیٹ — Kohinoor City (کرایہ),کرایہ,فلیٹ,18244,فیصل آباد,Kohinoor City,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-18T23:43:00.000Z,ask-rent-003,150 sq ft دکان — Civil Lines (کرایہ),کرایہ,دکان,68317,فیصل آباد,Civil Lines,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-18T13:55:00.000Z,ask-rent-004,1000 sq ft آفس — Wapda City (کرایہ),کرایہ,آفس,45106,فیصل آباد,Wapda City,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-03T12:19:00.000Z,ask-rent-005,1 کمرہ کمرہ — Canal Road (کرایہ),کرایہ,کمرہ,12756,فیصل آباد,Canal Road,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-31T00:34:00.000Z,ask-rent-006,6000 sq ft گودام — D Ground (کرایہ),کرایہ,گودام,124543,فیصل آباد,D Ground,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-15T03:38:00.000Z,ask-rent-007,5 مرلہ مکان — Millat Town (کرایہ),کرایہ,مکان,82286,فیصل آباد,Millat Town,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-02T10:15:00.000Z,ask-rent-008,4 مرلہ فلیٹ — Eden Garden (کرایہ),کرایہ,فلیٹ,39471,فیصل آباد,Eden Garden,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-08T13:08:00.000Z,ask-rent-009,10 مرلہ مکان — Madina Town (کرایہ),کرایہ,مکان,53495,فیصل آباد,Madina Town,10 مرلہ,5,4,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-30T01:31:00.000Z,ask-rent-010,3 مرلہ فلیٹ — Peoples Colony (کرایہ),کرایہ,فلیٹ,35207,فیصل آباد,Peoples Colony,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-04T21:37:00.000Z,ask-rent-011,150 sq ft دکان — Susan Road (کرایہ),کرایہ,دکان,47848,فیصل آباد,Susan Road,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-21T15:17:00.000Z,ask-rent-012,1000 sq ft آفس — Kohinoor City (کرایہ),کرایہ,آفس,58045,فیصل آباد,Kohinoor City,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-14T04:05:00.000Z,ask-rent-013,1 کمرہ کمرہ — Civil Lines (کرایہ),کرایہ,کمرہ,12549,فیصل آباد,Civil Lines,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-20T08:54:00.000Z,ask-rent-014,6000 sq ft گودام — Wapda City (کرایہ),کرایہ,گودام,131945,فیصل آباد,Wapda City,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-15T20:18:00.000Z,ask-rent-015,5 مرلہ مکان — Canal Road (کرایہ),کرایہ,مکان,78796,فیصل آباد,Canal Road,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-30T01:31:00.000Z,ask-rent-016,4 مرلہ فلیٹ — D Ground (کرایہ),کرایہ,فلیٹ,47394,فیصل آباد,D Ground,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-11T10:18:00.000Z,ask-rent-017,7 مرلہ مکان — Millat Town (کرایہ),کرایہ,مکان,54907,فیصل آباد,Millat Town,7 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-17T10:35:00.000Z,ask-rent-018,3 مرلہ فلیٹ — Eden Garden (کرایہ),کرایہ,فلیٹ,24399,فیصل آباد,Eden Garden,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-04T04:45:00.000Z,ask-rent-019,150 sq ft دکان — Madina Town (کرایہ),کرایہ,دکان,63966,فیصل آباد,Madina Town,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-08T08:19:00.000Z,ask-rent-020,1000 sq ft آفس — Peoples Colony (کرایہ),کرایہ,آفس,56050,فیصل آباد,Peoples Colony,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-04T21:37:00.000Z,ask-rent-021,1 کمرہ کمرہ — Susan Road (کرایہ),کرایہ,کمرہ,19545,فیصل آباد,Susan Road,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-22T04:12:00.000Z,ask-rent-022,6000 sq ft گودام — Kohinoor City (کرایہ),کرایہ,گودام,119664,فیصل آباد,Kohinoor City,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,مرکزی لوکیشن، ٹرانسپورٹ قریب — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-16T14:37:00.000Z,ask-rent-023,5 مرلہ مکان — Civil Lines (کرایہ),کرایہ,مکان,55646,فیصل آباد,Civil Lines,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-04T04:45:00.000Z,ask-rent-024,4 مرلہ فلیٹ — Wapda City (کرایہ),کرایہ,فلیٹ,38657,فیصل آباد,Wapda City,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-06T21:14:00.000Z,ask-rent-025,5 مرلہ مکان — Canal Road (کرایہ),کرایہ,مکان,69993,فیصل آباد,Canal Road,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-01T02:23:00.000Z,ask-rent-026,3 مرلہ فلیٹ — D Ground (کرایہ),کرایہ,فلیٹ,32010,فیصل آباد,D Ground,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-23T06:55:00.000Z,ask-rent-027,150 sq ft دکان — Millat Town (کرایہ),کرایہ,دکان,75159,فیصل آباد,Millat Town,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-26T01:10:00.000Z,ask-rent-028,1000 sq ft آفس — Eden Garden (کرایہ),کرایہ,آفس,73690,فیصل آباد,Eden Garden,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-30T01:31:00.000Z,ask-rent-029,1 کمرہ کمرہ — Madina Town (کرایہ),کرایہ,کمرہ,18214,فیصل آباد,Madina Town,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,AC، WiFi، پارکنگ شامل — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-05T22:10:00.000Z,ask-rent-030,6000 sq ft گودام — Peoples Colony (کرایہ),کرایہ,گودام,100623,فیصل آباد,Peoples Colony,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-22T04:12:00.000Z,ask-rent-031,5 مرلہ مکان — Susan Road (کرایہ),کرایہ,مکان,52153,فیصل آباد,Susan Road,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-11T14:25:00.000Z,ask-rent-032,4 مرلہ فلیٹ — Kohinoor City (کرایہ),کرایہ,فلیٹ,48104,فیصل آباد,Kohinoor City,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-10T04:50:00.000Z,ask-rent-033,10 مرلہ مکان — Civil Lines (کرایہ),کرایہ,مکان,90795,فیصل آباد,Civil Lines,10 مرلہ,5,4,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-16T14:37:00.000Z,ask-rent-034,3 مرلہ فلیٹ — Wapda City (کرایہ),کرایہ,فلیٹ,23813,فیصل آباد,Wapda City,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-08T13:08:00.000Z,ask-rent-035,150 sq ft دکان — Canal Road (کرایہ),کرایہ,دکان,63467,فیصل آباد,Canal Road,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-09T02:43:00.000Z,ask-rent-036,1000 sq ft آفس — D Ground (کرایہ),کرایہ,آفس,70476,فیصل آباد,D Ground,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,Bachelors / فیملی دونوں کے لیے موزوں — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-04T21:37:00.000Z,ask-rent-037,1 کمرہ کمرہ — Millat Town (کرایہ),کرایہ,کمرہ,19180,فیصل آباد,Millat Town,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-09T08:21:00.000Z,ask-rent-038,6000 sq ft گودام — Eden Garden (کرایہ),کرایہ,گودام,169215,فیصل آباد,Eden Garden,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-17T10:35:00.000Z,ask-rent-039,5 مرلہ مکان — Madina Town (کرایہ),کرایہ,مکان,68750,فیصل آباد,Madina Town,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-16T14:37:00.000Z,ask-rent-040,4 مرلہ فلیٹ — Peoples Colony (کرایہ),کرایہ,فلیٹ,44837,فیصل آباد,Peoples Colony,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-23T06:55:00.000Z,ask-rent-041,7 مرلہ مکان — Susan Road (کرایہ),کرایہ,مکان,88919,فیصل آباد,Susan Road,7 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-21T15:17:00.000Z,ask-rent-042,3 مرلہ فلیٹ — Kohinoor City (کرایہ),کرایہ,فلیٹ,39155,فیصل آباد,Kohinoor City,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-09T08:21:00.000Z,ask-rent-043,150 sq ft دکان — Civil Lines (کرایہ),کرایہ,دکان,50889,فیصل آباد,Civil Lines,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,خاندانی ماحول، پانی بجلی گیس دستیاب — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-14T01:47:00.000Z,ask-rent-044,1000 sq ft آفس — Wapda City (کرایہ),کرایہ,آفس,68658,فیصل آباد,Wapda City,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-12T03:03:00.000Z,ask-rent-045,1 کمرہ کمرہ — Canal Road (کرایہ),کرایہ,کمرہ,15029,فیصل آباد,Canal Road,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-10T07:47:00.000Z,ask-rent-046,6000 sq ft گودام — D Ground (کرایہ),کرایہ,گودام,175283,فیصل آباد,D Ground,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-04T21:37:00.000Z,ask-rent-047,5 مرلہ مکان — Millat Town (کرایہ),کرایہ,مکان,59023,فیصل آباد,Millat Town,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-14T01:47:00.000Z,ask-rent-048,4 مرلہ فلیٹ — Eden Garden (کرایہ),کرایہ,فلیٹ,31636,فیصل آباد,Eden Garden,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-03T12:19:00.000Z,ask-rent-049,5 مرلہ مکان — Madina Town (کرایہ),کرایہ,مکان,39923,فیصل آباد,Madina Town,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-12T03:03:00.000Z,ask-rent-050,3 مرلہ فلیٹ — Peoples Colony (کرایہ),کرایہ,فلیٹ,22859,فیصل آباد,Peoples Colony,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2